"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Walking","Walk","","","","2023-07-10","","877.599975585938","","","","","0.227404445409775","1.07200002670288","","66","","100","109","","","0.346058290715722","2.91","0","0","13","0","0","0","0","","","","","","","","","","","","","","",""
"SPRINTS EARLY - SUB LT MID RIDE - TEMPO LATE","Bike","GOAL IS TO WORK THREE DIFFERENT WAYS TODAY STARTING WITH EARLY RIDE SHORT SPRINTS, THEN INTO SUB THRESHOLD EFFORTS MID RIDE AND TEMPO SPIN TO END THE DAY - Warm up as usual in the 140's HR, check to see how your feeling, take more warm up if needed - Once warmed up and feeling fluid, early ride get into short 10-20 second sprints, can be on trail sections, on road to a sign or gaping a rider ahead - Don't worry about HR and power for these just Nuke hard efforts - Mid ride spin seated efforts, first into tempo for 5-7 minutes, 150-160HR, then into a threshold effort, 5 plus minutes, 165-175HR - 270-290 plus watts - Do 3-4 of these efforts an hour if outside - late ride seated tempo spin, 150-160HR, spin with as much speed and power as you have, just cap HR at 160 - Cool down to finish it out.","1.65833333333333","","2023-07-11","IF THE HILLS ARE SHORT, JUST WORK SHORT RAMPS UP TO THRESHOLD - ON LONGER CLIMBS FLOW BETWEEN EFFORTS AND STEADY SPIN","40764.69140625","138","823","989.65"," *07/11/2023 Abigail Snyder: Rode with a friend so tried to do a few efforts without making her feel like I was dropping her the whole time. Knee felt fine. Zero pain on the bike and actually feels decently strong. Rib bothered me more on the gravel bike than I’d noticed on the mtbs.*","1.99608719348907","5.6729998588562","","79","","137","177","","","0.682145497616019","92.31","0","4","5","33","49","26","4","","","","71","27","10","5","3","4","","","","","4","5"
"Walking","Walk","","","","2023-07-11","","1414.98999023438","","","","","0.305738061666489","1.28600001335144","","78","","99","122","","","0.41541789839382","5.68","0","3","14","1","0","0","0","","","","","","","","","","","","","","",""
"EverAthlete: In-Season Core","Strength","Complete Ride Strong Strength weekly core session.","0.5","","2023-07-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EASY SPIN","MTB","KEEP IT EASY TODAY AND SPIN IN THE 130-150 HR RANGE KEEP IT EASY AND LIGHT AND WORK WITH A NATURAL CADENCE ---- keep today to a steady spin in the 130-150HR ranges where you feel comfortable spinning. No need to push it today.Try to keep 130 HR as a minimum HR range to maintain.","1.5","0","2023-07-12","EASY PEDAL","25102.2109375","148","720","884.426"," *07/12/2023 Abigail Snyder: Easy pedaling with some skills work.*","1.67778694629669","4.1560001373291","","73","","140","168","","","0.623258141342699","64.74","0","1","4","20","45","31","0","","","","52","28","11","5","3","2","","","","","",""
"Yoga","Other","","","","2023-07-12","","0","","","","","0.25754389166832","0","","","","68","101","","","0.530209276478652","7.75","14","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2023-07-12","","2352.1298828125","","","","","0.139176666736603","4.69500017166138","","","","112","152","","","0.611202978965655","5.49","0","1","3","4","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-07-12","","889.150024414063","","","","","0.232216954231262","1.06400001049042","","69","","104","122","","","0.360716670846748","3.23","0","0","12","2","0","0","0","","","","","","","","","","","","","","",""
"LONG TEMPO EFFORTS","MTB","FOCUS ON STEADY SPIN IN THE 150-160 RANGE FOR 20-30 MINUTE PERIODS - STEADY EASIER SPINNING BETWEEN EFFORTS - Warm up and ride into the 130 ranges, add a few jumps, get the system going - Check your bio feedback here. When warmed up and ready, choose sections of trail or roads, especially on the hill grades and climbs, and spin mainly seated into the 150-160HR ranges for duration s of 10-20 plus minutes - Power goal can be 250 - 270 PLUS watts, just keep HR under 165 - If you feel good and can work up to 30 min efforts, go for it - Easier, steady spin for between all efforts today, 130-140's HR - Work efforts on and off all day until speed and power drops - If speed or power doesn't drop, work these all day and have fun with it - Remember, push speed and power, keep breath deep and HR in line","3","","2023-07-13","BE FLUID, HAVE FUN, KEEP IT SIMPLE TODAY","25588.5696","","",""," *07/14/2023 Abigail Snyder: Felt good. Garmin didn’t record at all—or canceled? It was in my pack, and who knows… I probably had a bit more mileage as I went up and back on all 4 climbs. Was riding tempo based on feel. Felt great all around.*","2.28333333333333","3.11296467153285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5"
"Walking","Walk","","","","2023-07-13","","964.010009765625","","","","","0.221863612532616","1.20700001716614","","64","","85","118","","","0.407706676088827","3.93","0","10","2","0","0","0","0","","","","","","","","","","","","","","",""
"EverAthlete: RideStrong Strength","Strength","","0.75","","2023-07-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-07-14","","481.290008544922","","","","","0.0979675054550171","1.36500000953674","","80","","93","105","","","0.432538333832294","1.92","0","3","3","0","0","0","0","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-07-14","","13493.919921875","71","699","628.611"," *07/14/2023 Abigail Snyder: Sooo hot and humid. Absolutely dripping. Not really much pedaling, but mental stress from slippery descents…. The goal tomorrow is to be smart & stay centered & loose.*","2.45587682723999","1.52600002288818","","57","","125","156","","","0.514558584828798","64.74","10","8","16","37","72","5","0","","","","113","16","10","5","2","1","","","","","5","5"
"Mountain Biking","MTB","","","","2023-07-15","","12144.6396484375","81","717","683.256"," *07/16/2023 Abigail Snyder: Still ungodly humid, but felt like I managed heat a little better today. Stages 3 and 1 were slip and slide, and I felt slow on both. I felt really good on stages 2 and 5 though! Stage 2 was my only clean run (no crashes), but nothing major. Timing was a cluster, so official results say I’m 2nd. Not sure I have much confidence in that… but regardless a fire is lit. I’m already scheming for how to improve my skills with muddy, off-camber cornering and generally building confidence to ride features at speed / actually send it. I think with a solid knee, I’ll progress quickly post-Worlds. This off-season’s big bike riding is going to be fun—and rowdy! :) (Also have GOT to get better at clipping in and pedaling off the start! Though admittedly, my starts in ALL races could use some work.)* *07/17/2023 Mike Schultz, CSCS: I read your post and is what it is with the timing, still sounds like it was fun and no serious injuries!!*","2.33744716644287","1.442999958992","","58","","138","173","","","0.577107231448774","77.48","58","2","6","20","15","38","1","","","","103","16","9","5","3","4","","","","","4","5"
"STEADY ENDURANCE","MTB","WORK A STEADY PACE IN THE 140-155 RANGES MAINLY WITH FEW BREAKS - FOCUS ON WORKING SMOOTH AND WITH A NATURAL CADENCE - Warm up and ride into the 120-130HR ranges. Check your bio feedback here. Where is your breath? Where is your PE? How do your legs feel? If you feel good fatigue, add more warm up and back off the ranges for the day- If all is feeling good then spin in the 140-155 HR range for most of the ride today - Add easier spin breaks when needed","3","","2023-07-16","FLUID SPIN, DEEP BREATH ALL DAY, CAN BE LONGER, JUST GO FOR IT","49303.171875","135","803","2039.545"," *07/16/2023 Abigail Snyder: Hot and dehydrated (holy humidity!), but otherwise felt like I could have gone longer. The group collectively decided to call it… and I need to get groceries and rebuild my bike yet today. Legs felt fine. Wrist and rib are still a bit sore, but nothing that slows me down. Knee was good.*","4.31442260742188","3.17400002479553","","76","","133","163","","","0.651425092490579","182.19","0","19","37","39","103","61","0","","","","133","64","41","14","4","2","","","","","6","5"
"Walking","Walk","","","","2023-07-17","","889.010009765625","","","","","0.21650305390358","1.14100003242493","","80","","98","128","","","0.394495918994686","3.59","0","3","9","1","0","0","0","","","","","","","","","","","","","","",""
"SUB LT SPIN EFFORTS","MTB","WORK WITH A FASTER CADENCE SEATED, WHILE REACHING THE TARGETED HR RANGES TODAY - TRY TO WORK WITH LESS FORCE AND MORE SPIN - take your time warming up as always. Ease into the 130 HR range and check your bio feedback - When you are feeling good, up your pace into tempo for 3-5 minutes, 150-160HR, then stay seated and spin with a faster cadence into the Sub LT range, 160-170 HR range - 265-290 plus watts - Try to hold that effort for at least 3-5 minutes, up to 10 minutes - Keep it as simple as that and work in 5-10 efforts today - Keep the rest of the day an easier/steady spin in the 130-140'sHR ranges","3","","2023-07-17","PICK SHORT HILLS AND SPIN THEM SEATED, SUB LT RANGES - IF PE IS HIGH TODAY, LEGS HURT, JUST BACK OFF THE EFFORTS AND SPIN IT OUT","32258.150390625","145","753","1391.543"," *07/17/2023 Abigail Snyder: Didn’t feel like I could get my HR up or hold it there. Did my best to get close anyway. Legs felt decent, and tech skills/cornering are coming back slowly.* *07/17/2023 Abigail Snyder: Ended a bit short on time, but need to work today, and didn’t plan the route well enough to have a good 20-min add-on.* *07/18/2023 Abigail Snyder: Also only realized just now that the AQI is 155… maybe that was affecting HR? Not sure. I felt like I could breathe ok…*","2.67562556266785","3.34899997711182","","77","","143","165","","","0.677043775821962","122.72","5","5","8","11","65","67","0","","","","83","30","21","14","7","6","","","","","8","7"
"Strength","Strength","","","","2023-07-17","","0","","","","","0.897903025150299","0","","","","82","137","","","0.526084472696375","27.46","12","35","5","1","0","0","0","","","","","","","","","","","","","","",""
"EverAthlete: RaceWeek Mobility","Strength","","0.583333333333333","","2023-07-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-07-18","","814.840026855469","","","","","0.227571934461594","0.995000004768372","","57","","99","113","","","0.342281126944552","2.85","0","2","12","0","0","0","0","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2023-07-18","","34816.94140625","113","599","673.374"," *07/18/2023 Abigail Snyder: I don’t think HR strap is working. Kept it pretty chill all day. Just riding with my parents since they’re in town.*","1.6686772108078","5.7960000038147","","80","","108","152","","","0.598091807505678","59.33","38","10","22","15","14","1","0","","","","72","14","6","5","2","2","","","","","2","5"
"Walking","Walk","","","","2023-07-18","","2291.1298828125","","","","","0.596359193325043","1.06700003147125","","71","","99","124","","","0.369423625552495","8.9","1","4","29","1","0","0","0","","","","","","","","","","","","","","",""
"TEMPO INTO SHORT RACE PACE EFFORTS","MTB","STEADY SPIN IT WITH SOME SPEED INTO SHORT RACE PACE EFFORTS TODAY - KEEP LOTS OF EASIER SPIN IN THE MIX - Warm up as always checking how you feel, adding more warm up if needed - Then when ready, get into a steady fluid/tempo spin, 145-160 HR ranges, for 2-3 minutes or until feeling fluid - Once in a fluid pace, NUKE it into a fast race pace effort for 30-60 seconds, like you are trying to gap a rider ahead of you - HR can rise into the 150-160's, but focus on the effort more than HR - Fully recover after these little sessions today for 5-10 minutes spinning easy and fluid - Work a handful of these efforts, 5-10 efforts, group a few close together, space a few apart, depending on how you feel. - Anytime in the ride, add 5-10 minutes of tempo spin, 150-160HR","1.5","","2023-07-19","WORK IN SOME EFFORTS, PREP THE LEGS FOR THIS WEEKEND - ON THE BIKE FOR THIS WEEKEND","20582.73046875","141","675","732.4"," *07/19/2023 Abigail Snyder: Felt a bit fatigued to start...and like HR was low (I got a new HR strap yesterday afternoon, so it should actually be working now). Knee feels good. Wrist is still bothering me a bit, but handling and power seem to be coming back.*","1.446812748909","3.95199990272522","","75","","135","169","","","0.693380861322229","69.27","0","2","7","22","35","21","0","","","","50","16","9","5","3","3","","","","","",""
"Walking","Walk","","","","2023-07-19","","927.440002441406","","","","","0.207057788968086","1.24399995803833","","84","","106","118","","","0.402254625549753","3.57","0","0","11","1","0","0","0","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-07-19","","2650.830078125","99","255","57.251","","0.166942492127419","4.41099977493286","","70","","","","","","0.417495189922963","2.76","","","","","","","","","","","9","1","0","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-07-19","","2334.1201171875","74","290","32.08","","0.12401444464922","5.22800016403198","","70","","","","","","0.394680026612598","1.81","","","","","","","","","","","7","1","0","0","0","0","","","","","",""
"EverAthlete: RaceWeek Mobility","Strength","","0.583333333333333","","2023-07-20","","0","","","","","0.525919735431671","0","","","","91","156","","","0.559694851263929","17.96","7","10","11","2","1","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-07-20","","995.619995117188","","","","","0.243954718112946","1.13399994373322","","62","","97","108","","","0.385868542159835","3.89","0","3","11","0","0","0","0","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2023-07-20","","13530.7900390625","80","329","213.804"," *07/20/2023 Abigail Snyder: Easy greenway spin to get ice cream with my parents.* *07/20/2023 Abigail Snyder: (this is the old HR strap after washing it; trying to test if it works at all. I'm thinking not).*","0.748682796955109","5.01999998092651","","74","","70","74","","","0.411186011640143","12.49","44","1","0","0","0","0","0","","","","40","3","1","1","0","0","","","","","",""
"SHORT SPIN - PREP","MTB","KEEP IT EASY TODAY AND SPIN IN THE 135-155 RANGE FOR MOST OF THE SPIN - KEEP IT LIGHT ON THE PEDALS AND WORK WITH A NATURAL CADENCE - ADD A FEW VERY SHORT 6-10 SEC BURSTS TODAY AS WELL - Warm up and check to see how your feeling once you spin into the 140 range today. How is your breathing here? How do your legs feel? --- keep most of the spin in the 130-140 ranges but when your feeling it, add a few short 6-10 sec standing or seated bursts of speed working super hard with fast leg speed - Completely recover after each effort for 7-10 min and spin easy - only perform a few efforts (2-3) and then spin it home easy","1","0","2023-07-21","FEW EFFORTS - MAINLY FLUID AND EASY","12972.08984375","158","792","546.698"," *07/21/2023 Abigail Snyder: Felt like I was working a bit harder than I should have… and still going slow. Really cool riding though!*","0.961226940155029","3.74900007247925","","78","","143","167","","","0.745205046375893","53.04","0","2","2","8","22","24","0","","","","28","9","8","6","4","4","","","","","4","7"
"Walking","Walk","","","","2023-07-21","","2555.669921875","","","","","0.568539142608643","1.24899995326996","","71","","106","126","","","0.413011841104847","10.59","0","0","31","3","0","0","0","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-07-22","","9690.33984375","107","538","201.371","","0.52720308303833","5.10599994659424","","80","","120","159","","","0.513789382249744","13.71","0","0","7","20","3","2","0","","","","25","5","1","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-07-22","","122326.65625","168","635","4159.855"," *07/22/2023 Abigail Snyder: Felt better than I have in this race before… as a whole. Was a little sloppy in the trails, but Strava shows PRs on almost all of them, so maybe that was just as a function of increased speed?*","6.91574764251709","4.91300010681152","","81","","156","176","","","0.702194419793078","340.2","0","0","1","15","74","300","25","","","","152","125","86","38","10","4","","","","","8","5"
"STEADY ENDURANCE","MTB","WORK A STEADY PACE IN THE 140-155 RANGES MAINLY WITH FEW BREAKS - FOCUS ON WORKING SMOOTH AND WITH A NATURAL CADENCE - Warm up and ride into the 120-130HR ranges. Check your bio feedback here. Where is your breath? Where is your PE? How do your legs feel? If you feel good fatigue, add more warm up and back off the ranges for the day- If all is feeling good then spin in the 140-155 HR range for most of the ride today - Add easier spin breaks when needed","2","","2023-07-23","FLUID SPIN, DEEP BREATH ALL DAY, CAN BE LONGER, JUST GO FOR IT","25499.150390625","127","674","1033.305"," *07/23/2023 Abigail Snyder: Felt like HR was low in comparison to PE. Legs didn’t feel bad. Wrist is definitely sore, and saddle area is tender… but that’s to be expected after not spending that much time in the saddle until yesterday. Lol. Trails at Jake’s Rocks are super fun… might actually make the drive to hit them again tomorrow for the tempo day.*","2.27096366882324","3.11899995803833","","69","","135","158","","","0.59817351144488","80.85","0","1","4","35","90","5","0","","","","80","23","14","10","5","4","","","","","4","5"
"EverAthlete: RideStrong Strength","Strength","","0.75","","2023-07-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LONG TEMPO EFFORTS","MTB","FOCUS ON STEADY SPIN IN THE 150-160 RANGE FOR 20-30 MINUTE PERIODS - STEADY EASIER SPINNING BETWEEN EFFORTS - Warm up and ride into the 130 ranges, add a few jumps, get the system going - Check your bio feedback here. When warmed up and ready, choose sections of trail or roads, especially on the hill grades and climbs, and spin mainly seated into the 150-160HR ranges for duration s of 10-20 plus minutes - Power goal can be 250 - 270 PLUS watts, just keep HR under 165 - If you feel good and can work up to 30 min efforts, go for it - Easier, steady spin for between all efforts today, 130-140's HR - Work efforts on and off all day until speed and power drops - If speed or power doesn't drop, work these all day and have fun with it - Remember, push speed and power, keep breath deep and HR in line","2","","2023-07-24","ALL YOU NEED AFTER THIS PAST WEEKEND","22684.189453125","127","639","879.264"," *07/24/2023 Abigail Snyder: Couldn’t get my HR up. Imploded on the second climb/tempo effort. Was struggling to hold a line/clear the moved i had no problem with the first time up. Tried to get one final effort in on a flatter green trail, but it wasn’t as consistent. Dead today.*","1.93597054481506","3.25500011444092","","70","","135","164","","","0.629822090018943","76.33","0","0","8","38","42","27","0","","","","70","17","11","8","5","5","","","","","7","7"
"Slatyfork Enduro Pre-Ride","Bike","KEEP IT SMOOTH AND SAFE TODAY","","","2023-07-25","","34947.6015625","132","732","1783.926"," *07/26/2023 Abigail Snyder: Great ride. Easy on the ups, push on the downs. I’m going to love this race. The trails are sooo good and totally my style of riding. Fatigue is real… was struggling to maintain momentum on some of the punchy climbs and rock moves towards the end of the ride.*","3.82522082328796","2.53800010681152","","69","","132","168","","","0.621827927178416","147.04","1","9","24","59","106","32","0","","","","129","49","32","10","5","4","","","","","8","5"
"EverAthlete: In-Season Core","Strength","Complete Ride Strong Strength weekly core session.","0.5","","2023-07-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-07-27","","2083.92993164063","","","","","0.441908061504364","1.30999994277954","","82","","102","114","","","0.425196675015437","8.67","0","3","23","0","0","0","0","","","","","","","","","","","","","","",""
"FORCE WORK - TEMPO","MTB","JAM OUT FORCE EFFORTS TODAY FOR THE MAJORITY OF THE RIDE - SHIFT HARDER GEARS AND GRIND OUT EFFORTS - Warm up into the 130's HR, check how you feel - When ready, early ride, shift a gear or two harder (or use a single speed) and grind a few hills - Just get into the effort, can be shorter 30-60 seconds or longer 1-5 plus minute efforts - HR can rise into the 150's-160's, cadence 50-70 rpm but focus more on grinding an effort over power and HR - Work force efforts throughout the day with a few seated tempo spin efforts, HR into the 150-160HR range - Power goal can be 260-280 plus watt range for these efforts - Keep the spin between everything today steady and fun, 130-140's.","1.40277777777778","","2023-07-27","60-90 MIN INSIDE - IF OUTDOORS DOESN'T NEED TO BE THIS PERFECT, FORCE FOCUSED RIDE, WORK THE LEGS AND CORE ON THE BIKE","21378.599609375","178","708","943.391"," *07/28/2023 Abigail Snyder: Hard because of the heat more than anything I think. Glutes are sore from PT, but seemed to ride ok. Overall felt decent.*","1.4726699590683","4.03200006484985","","66","","146","173","","","0.744895167045831","81.45","0","2","3","18","17","45","3","","","","37","19","14","9","4","5","","","","","8","5"
"Yoga","Other","","","","2023-07-27","","0","","",""," *07/28/2023 Abigail Snyder: Closer to 20 minutes, but forgot to start watch*","0.182060271501541","0","","","","77","90","","","0.531579165290838","5.48","3","8","0","0","0","0","0","","","","","","","","","","","","","","",""
"EverAthlete: RideStrong Strength","Strength","","0.75","","2023-07-28","","0","","","","","0.834383070468903","0","","","","79","122","","","0.53182188218247","26.03","16","24","7","1","0","0","0","","","","","","","","","","","","","","",""
"EASY SPIN","Bike","KEEP IT EASY TODAY AND SPIN IN THE 130-150 HR RANGE KEEP IT EASY AND LIGHT AND WORK WITH A NATURAL CADENCE ---- keep today to a steady spin in the 130-140HR ranges where you feel comfortable spinning. No need to push it today.Try to keep 130 HR as a minimum HR range to maintain.","1.5","0","2023-07-28","EASY - SAVE IT FOR THE REST OF THE WEEK","34826.76171875","162","509","804.938"," *07/28/2023 Abigail Snyder: A little sore to start, but felt good after warming up.*","1.38763058185577","6.97200012207031","","84","","128","160","","","0.711456174617949","69.87","0","3","13","28","30","10","0","","","","44","15","11","8","3","2","","","","","3","5"
"Walk","Walk","","","","2023-07-28","","896.469970703125","","","","","0.219699457287788","1.13300001621246","","","","90","106","","","0.327404184530935","2.51","0","9","4","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-07-29","","911.700012207031","","","","","0.23433443903923","1.0809999704361","","66","","99","120","","","0.366378231787261","3.36","0","3","11","1","0","0","0","","","","","","","","","","","","","","",""
"SPRINT/RACE PACE HOLDS","MTB","GOAL TODAY IS TO PICK SECTIONS OF TRAIL AND ROAD, NUKE IT INTO AN EFFORT AND THEN HOLD THAT PACE FOR 5-10 MIN - Warm up as always into the 140's checking how you feel - if more warm up is needed, take it - Then choose sections of trail, road, Strava segment, and nuke it, standing seated all out sprint first few seconds, then sustain this fast effort for 5-10 minutes - FOCUS MORE ON SUSTAINING A FAST EFFORT THAN ON POWER OR HR - HR can elevate into the 160-175 ranges, power 250-320 plus watts - but again, focus on a fast effort like gaping a rider, fast leg speed - Spin anywhere between 130-150HR between efforts - 4-7 good efforts today - End the ride with 1-2 all out 10-15 second sprints","3","","2023-07-29","KEEP TODAY SIMPLE, HIT IT HARD, THEN FAST PACE IT - GOOD DAY FOR A GROUP","29422.83984375","169","719","1169.806"," *07/29/2023 Abigail Snyder: Knee hurt to start, so took a nice long warmup before the first effort. Did most of the ride on trails, then did my last effort around a greenway loop with a small skills park in the middle.* *07/29/2023 Abigail Snyder: Garmin wanted to give me a new ftp (lower) of 261... for whatever that's worth.*","1.92752468585968","4.23999977111816","","73","","144","174","","","0.776949460719009","115.99","0","1","5","26","31","44","8","","","","56","22","14","11","7","7","","","","","8","5"
"Mountain Biking","MTB","","","","2023-07-29","","2343.73999023438","120","295","67.108","","0.156391382217407","4.16300010681152","","70","","121","136","","","0.476996863975955","3.37","0","0","1","8","1","0","0","","","","7","2","1","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-07-29","","2304.9599609375","","","","","0.115003332495689","5.56699991226196","","","","141","153","","","0.639129591669213","4.93","0","0","0","0","7","0","0","","","","","","","","","","","","","","",""
"STEADY ENDURANCE","MTB","","2","","2023-07-30","FLUID SPIN, DEEP BREATH ALL DAY, START TO REST INTO NEXT WEEK","27569.76953125","145","542","1215.541"," *07/30/2023 Abigail Snyder: Legs were actually sore to start, but eventually worked themselves out. Kept it pretty chill all day & had fun chatting and riding with a friend.*","2.33893799781799","3.2739999294281","","70","","130","151","","","0.645740685905988","97.22","0","3","15","35","87","0","0","","","","58","51","24","4","2","1","","","","","4","5"
"Walking","Walk","","","","2023-07-30","","867.890014648438","","","","","0.206115275621414","1.16999995708466","","75","","95","115","","","0.388211422637618","3.31","0","4","8","0","0","0","0","","","","","","","","","","","","","","",""
"EverAthlete: RaceWeek Mobility","Strength","","0.583333333333333","","2023-07-31","","0","","","","","0.51896470785141","0","","","","83","126","","","0.535082710736112","16.19","6","20","5","1","0","0","0","","","","","","","","","","","","","","",""
"REST FROM THE BIKE TODAY","Bike","","","","2023-07-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-07-31","","2631.02001953125","","","","","0.702456414699554","1.03999996185303","","56","","97","118","","","0.363370338025201","10.19","3","6","33","0","0","0","0","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-08-01","","2867.19995117188","","","","","0.667813301086426","1.192999958992","","63","","83","116","","","0.392043133840041","11.26","4","15","14","1","0","0","0","","","","","","","","","","","","","","",""
"SUB LT SPIN EFFORTS","MTB","WORK WITH A FASTER CADENCE SEATED, WHILE REACHING THE TARGETED HR RANGES TODAY - TRY TO WORK WITH LESS FORCE AND MORE SPIN - take your time warming up as always. Ease into the 130 HR range and check your bio feedback - When you are feeling good, up your pace into tempo for 3-5 minutes, 150-160HR, then stay seated and spin with a faster cadence into the Sub LT range, 160-170 HR range - 270-290 plus watts - Try to hold that effort for at least 3-5 minutes, up to 10 minutes - Keep it as simple as that and work in 5-10 efforts today - Keep the rest of the day an easier/steady spin in the 130-140'sHR ranges","2","","2023-08-01","PICK SHORT HILLS AND SPIN THEM SEATED, SUB LT RANGES - IF PE IS HIGH TODAY, LEGS HURT, JUST BACK OFF THE EFFORTS AND SPIN IT OUT - NO NEED FOR A TON OF EFFORTS EITHER","26411.58984375","141","596","922.627"," *08/01/2023 Abigail Snyder: Rode the SS, so really let the terrain determine the efforts, but felt good and like I kept it pretty light overall today. It was nice to get back to the simplicity of the ss.*","1.8267388343811","4.01599979400635","","64","","139","168","","","0.715271722393834","93.04","0","1","6","25","45","33","0","","","","62","14","9","9","7","8","","","","","4","3"
"Mountain Biking","MTB","","","","2023-08-01","","9464.5","107","587","266.404"," *08/01/2023 Abigail Snyder: Rescue mission for one of my junior girls who crashed out on the trails.*","0.697006344795227","3.7720000743866","","80","","128","166","","","0.61763553269409","26.3","0","1","6","15","14","5","0","","","","29","5","3","2","1","2","","","","","2","5"
"EASY SPIN","Bike","","1","0","2023-08-02","EASY","37260.109375","127","495","712.851"," *08/02/2023 Abigail Snyder: Easy conversational coffee ride with a friend.*","1.55926191806793","6.63800001144409","","80","","112","146","","","0.526244299051125","43.09","1","8","31","49","4","0","0","","","","62","23","5","2","1","1","","","","","2","5"
"Walking","Walk","","","","2023-08-02","","2043","","","","","0.456726104021072","1.24300003051758","","80","","85","109","","","0.410494978009698","8.37","2","22","3","0","0","0","0","","","","","","","","","","","","","","",""
"TEMPO INTO SHORT RACE PACE EFFORTS","MTB","STEADY SPIN IT WITH SOME SPEED INTO SHORT RACE PACE EFFORTS TODAY - KEEP LOTS OF EASIER SPIN IN THE MIX - Warm up as always checking how you feel, adding more warm up if needed - Then when ready, get into a steady fluid/tempo spin, 145-160 HR ranges, for 2-3 minutes or until feeling fluid - Once in a fluid pace, NUKE it into a fast race pace effort for 30-60 seconds, like you are trying to gap a rider ahead of you - HR can rise into the 150-160's, but focus on the effort more than HR - Fully recover after these little sessions today for 5-10 minutes spinning easy and fluid - Work a handful of these efforts, 5-10 efforts, group a few close together, space a few apart, depending on how you feel. - Anytime in the ride, add 5-10 minutes of tempo spin, 150-160HR","1.5","","2023-08-03","WORK IN SOME EFFORTS, PREP THE LEGS FOR THIS WEEKEND - ON THE BIKE FOR THIS WEEKEND","25180.029296875","139","755","1067.047"," *08/03/2023 Abigail Snyder: Felt great on the bike. Rode about the last ~15 miles of the course. Super fun.*","2.13152837753296","3.28099989891052","","72","","140","169","","","0.728585524086384","112.85","0","3","18","18","31","59","0","","","","68","16","17","14","7","6","","","","","4","5"
"EverAthlete: RaceWeek Mobility","Strength","","0.583333333333333","","2023-08-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EASY SPIN","MTB","KEEP IT EASY TODAY AND SPIN IN THE 130-150 HR RANGE KEEP IT EASY AND LIGHT AND WORK WITH A NATURAL CADENCE ---- keep today to a steady spin in the 130-140HR ranges where you feel comfortable spinning. No need to push it today.Try to keep 130 HR as a minimum HR range to maintain.","0.75","0","2023-08-04","EASY - AROUND TOWN OR A CASUAL BIKE TRAIL SOMEWHERE JUST TO KEEP THE LEGS LOOSE. - IF FEELING TIRED, DO 30 MIN AND THEN REST.","21327.189453125","145","452","834.4"," *08/04/2023 Abigail Snyder: Easy spin up with some of the other Team USA athletes, just to see the first ~5 miles or so of the course, then skipped a loop, rode one of the descents on-course, & cut back to the parking area.*","1.59915339946747","3.70499992370605","","74","","130","162","","","0.688917425640152","75.35","2","2","10","23","53","6","0","","","","41","25","19","8","2","1","","","","","2","5"
